time,seconds_elapsed,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x
1.77E+18,0.054411865,-0.050410337,-0.027500001,-0.053332069,0.036594607,-0.050671224,-0.165563434
1.77E+18,0.064400879,-0.077900401,-0.039346506,-0.002606675,0.023440722,-0.068991907,-0.179354876
1.77E+18,0.074389893,-0.052059858,-0.051772273,0.061270461,0.010156903,-0.072923705,-0.194238767
1.77E+18,0.084377686,-0.056503978,0.006351415,0.093505967,-0.000725571,-0.075062491,-0.201570451
1.77E+18,0.094366699,0.015199323,0.01839315,0.060892568,-0.010138946,-0.072770484,-0.192780927
1.77E+18,0.104354736,0.055864511,0.004862638,0.021659751,-0.015758481,-0.098469727,-0.193665355
1.77E+18,0.11434375,0.093577278,0.021750644,-0.006869301,-0.018823262,-0.111510873,-0.216087222
1.77E+18,0.124332764,-0.04348083,-0.00435235,-0.017334581,-0.022801492,-0.119437769,-0.254855394
1.77E+18,0.134320557,-0.1711106,-0.01237199,-0.007914426,-0.031176388,-0.124083564,-0.302118391
1.77E+18,0.144309814,-0.203518247,-0.008660276,0.021920155,-0.033410247,-0.119862989,-0.327509224
1.77E+18,0.154297852,-0.191186004,0.01343582,0.026339725,-0.035322469,-0.12072292,-0.320107788
1.77E+18,0.164286865,-0.011254969,0.012564883,0.033158173,-0.036836207,-0.138125077,-0.301523209
1.77E+18,0.174275879,0.158186236,-0.020890228,-0.002377251,-0.033849884,-0.154666066,-0.284338981
1.77E+18,0.184263916,0.118137719,-0.041318099,-0.030977614,-0.027882272,-0.172535613,-0.275661081
1.77E+18,0.194252686,0.015687983,-0.089257662,-0.065828563,-0.018565264,-0.175116301,-0.270678252
1.77E+18,0.204240723,-0.014608956,-0.079120883,-0.063349898,-0.013515646,-0.172867805,-0.268852144
1.77E+18,0.214229736,0.031214053,-0.001727262,-0.053543374,0.000694091,-0.167577609,-0.256843597
1.77E+18,0.22421875,0.011720248,0.021300562,-0.083514734,0.020566599,-0.152435929,-0.225844681
1.77E+18,0.234207031,0.053189154,0.086834818,-0.08573504,0.031757046,-0.149497136,-0.20233658
1.77E+18,0.244195801,0.191947052,0.077223525,-0.101193014,0.039481279,-0.150338963,-0.187286258
1.77E+18,0.254183594,0.096586397,0.081360771,-0.069662734,0.049423944,-0.154326588,-0.1832546
1.77E+18,0.264172852,0.015431962,0.049893035,-0.062255673,0.060241174,-0.14008081,-0.19401297
1.77E+18,0.274161865,-0.015451252,0.035425534,-0.09966712,0.070020251,-0.14616552,-0.210312724
1.77E+18,0.284149902,-0.029638182,0.022183775,-0.093882399,0.070754223,-0.166595161,-0.237229824
1.77E+18,0.294138916,-0.097605803,-0.025187633,-0.036747138,0.070699438,-0.179647669,-0.288053125
1.77E+18,0.304126709,-0.201586987,-0.055136196,0.007313538,0.07977283,-0.168077558,-0.322770089
1.77E+18,0.314115723,-0.252585353,0.037075639,-0.058034548,0.090885043,-0.146943331,-0.325558424
1.77E+18,0.324104736,-0.046665305,0.170913032,-0.099185766,0.096963704,-0.143740624,-0.290025204
1.77E+18,0.334092773,0.245881471,0.124990654,-0.050738546,0.093156129,-0.146997318,-0.249063805
1.77E+18,0.344081787,0.311746567,0.004801263,-0.00640373,0.08431071,-0.157004669,-0.233370602
1.77E+18,0.354070068,0.118922732,-0.063606503,-0.023186814,0.077505685,-0.168390751,-0.24640739
1.77E+18,0.364058838,-0.102195469,-0.023683073,0.01215221,0.066258885,-0.18476972,-0.284388602
1.77E+18,0.374047607,-0.174748664,-0.024450551,0.013911621,0.058332965,-0.168225005,-0.328334719
1.77E+18,0.384035889,-0.199493814,-7.95E-05,0.044592006,0.053445265,-0.1600824,-0.347478569
1.77E+18,0.394024902,-0.012490064,-0.006213468,-0.001871055,0.045917854,-0.171846479,-0.351166725
1.77E+18,0.404012939,0.066924834,0.014630583,0.006370996,0.035671078,-0.183885023,-0.362003118
1.77E+18,0.414001953,-0.002412322,-0.008283844,0.019394729,0.023083724,-0.188200936,-0.398743689
1.77E+18,0.423990723,-0.087332831,0.028397242,-0.024544951,0.00679796,-0.202751651,-0.453963518
1.77E+18,0.43397876,-0.149377492,0.055750529,0.003090367,-0.002953917,-0.216218293,-0.51913017
1.77E+18,0.443967773,-0.206245626,0.069298577,-0.004575053,-0.006988073,-0.213543415,-0.573583245
1.77E+18,0.453955811,-0.165292854,0.034923429,-0.007563713,-0.025515582,-0.236366615,-0.621945441
1.77E+18,0.463944824,-0.065482818,-0.014926351,0.039250645,-0.049457133,-0.253110677,-0.679051876
1.77E+18,0.473934082,-0.122115391,-0.0011065,0.048665539,-0.065840028,-0.267436922,-0.763325214
1.77E+18,0.483921631,-0.191901459,0.048336453,0.009970482,-0.066794507,-0.293483704,-0.868396759
1.77E+18,0.493910645,-0.290125102,0.038524669,-0.098276834,-0.056170061,-0.341472447,-1.000287771
1.77E+18,0.503898926,-0.364665671,0.035687984,-0.134590549,-0.041853175,-0.397450745,-1.143407702
1.77E+18,0.513887939,-0.50840428,0.00427344,-0.135404203,-0.035503175,-0.450343519,-1.284949303
1.77E+18,0.523876709,-0.513195022,-0.045227966,-0.078399583,-0.032818709,-0.46970576,-1.41673851
1.77E+18,0.533864746,-0.386655385,0.088346392,-0.007932254,-0.0281137,-0.466446847,-1.514540434
1.77E+18,0.54385376,-0.226677589,0.136667648,-0.032801907,-0.02670702,-0.456548661,-1.591577649
1.77E+18,0.553841797,-0.034556934,0.183975927,-0.119084937,-0.032182436,-0.435383737,-1.674515128
1.77E+18,0.563830811,-0.030940497,0.172087044,0.085818627,-0.013536582,-0.393653333,-1.715167999
1.77E+18,0.573819824,-0.19417408,0.280747325,-0.103964525,-0.002299335,-0.402899027,-1.752078652
1.77E+18,0.583807861,-0.036941199,0.194440622,-0.112853934,0.008574085,-0.441265345,-1.798706889
1.77E+18,0.593796875,-0.204519533,0.123579618,-0.024590836,0.01034959,-0.475260139,-1.843966007
1.77E+18,0.603784668,-0.399271705,0.194160344,0.004943594,-0.017700687,-0.638483644,-1.914069653
1.77E+18,0.613773682,-0.225904851,0.144757723,-0.020661387,-0.059556015,-0.751947761,-2.009196758
1.77E+18,0.623762939,-0.64818626,0.186850021,0.112739659,-0.098828323,-0.903079212,-2.147809267
1.77E+18,0.633750977,-0.80652155,0.382248382,0.151654497,-0.194795802,-0.972229958,-2.316564798
1.77E+18,0.643739746,-0.716329238,0.192272046,0.216633165,-0.319048256,-0.914983988,-2.560966015
1.77E+18,0.653727783,-0.615462387,-0.019178455,0.441464541,-0.394961894,-0.736306131,-2.58333993
1.77E+18,0.663716797,-1.188297346,-0.006476503,0.389777608,-0.493477017,-0.685858369,-2.632942915
1.77E+18,0.673705566,-0.107912093,0.116538467,-0.091489074,-0.564886987,-0.728368819,-2.638796568
1.77E+18,0.683693848,0.13891455,0.389784038,-0.138531688,-0.589030147,-0.741963506,-2.564799547
1.77E+18,0.693682861,-0.027108956,0.669078242,-0.08558628,-0.571683347,-0.86947149,-2.33750248
1.77E+18,0.703670654,-0.135102882,0.272399768,-0.280436359,-0.4646267,-1.068763494,-2.02554059
1.77E+18,0.713659912,0.444144282,-0.22773119,-0.125339321,-0.356287867,-1.086918831,-1.732426763
1.77E+18,0.723648682,0.885935278,-0.306760303,-0.263908126,-0.222428903,-0.28083545,-1.443459868
1.77E+18,0.733636719,1.442818635,-0.171898535,-0.079878131,-0.045992047,0.5924474,-1.171469212
1.77E+18,0.743625977,2.830710332,-0.443329897,-0.035370004,0.062783703,0.706841588,-0.841114402
1.77E+18,0.753614014,2.254089425,-0.391957875,-0.46816667,0.09873271,0.382330984,-0.4193483
1.77E+18,0.763602539,0.213555072,0.167240773,-0.179915545,0.089721374,-0.033789001,-0.094878361
1.77E+18,0.773591797,-0.506456069,0.522872951,0.172303025,0.036959145,-0.200535998,0.012211047
1.77E+18,0.783579834,-0.088050039,0.506693238,0.207014565,-0.041458696,-0.130242661,-0.040942986
1.77E+18,0.793568604,0.167615159,0.301476371,0.094616558,-0.111091197,-0.004453839,-0.113018237
1.77E+18,0.803556885,-0.147837861,0.035376142,0.22693244,-0.182392538,0.067194246,-0.18022418
1.77E+18,0.813545898,-0.284957928,-0.078141517,0.16842063,-0.223690361,0.121111274,-0.23084709
1.77E+18,0.823534668,-0.230837631,-0.032197219,0.207395673,-0.246152535,0.143158779,-0.272681087
1.77E+18,0.833522949,-0.006588146,-0.008886486,0.033752632,-0.243499041,0.15976581,-0.288845003
1.77E+18,0.843511719,0.110250181,0.065080229,-0.119239543,-0.242222592,0.137624294,-0.289641023
1.77E+18,0.853499756,0.150215111,0.09794541,-0.277852188,-0.203809023,0.133495778,-0.239563733
1.77E+18,0.863489014,-0.065234981,0.036071284,-0.145799925,-0.164172664,0.010525382,-0.206088334
1.77E+18,0.873477783,0.071707976,-0.203442113,-0.213051507,-0.100519568,-0.050330866,-0.165919662
1.77E+18,0.883465576,0.086598087,-0.290863645,-0.160436353,-0.071082845,-0.023727752,-0.150665075
1.77E+18,0.893454834,0.191152686,-0.003776742,-0.263626094,-0.034708638,-0.088523,-0.113763675
1.77E+18,0.903442871,-0.031197102,0.234896843,-0.23671646,0.001073592,-0.143205956,-0.099192992
1.77E+18,0.913431641,0.00485387,0.139134549,-0.180353645,0.031199535,-0.070559442,-0.071044445
1.77E+18,0.923420898,-0.150602065,-0.106653252,-0.032756314,0.037267551,-0.211475819,-0.065665394
1.77E+18,0.933408691,0.323209041,-0.191076187,-0.046100365,-0.002746621,-0.213720158,-0.037299588
1.77E+18,0.943397705,-0.220341372,0.201029207,-0.219580909,-0.028408041,-0.06925831,-0.033964779
1.77E+18,0.953385742,0.108646253,0.056354413,0.256354642,-0.072268873,-0.235147431,-0.043075163
1.77E+18,0.963374756,0.188325939,-0.268571149,0.051899406,-0.063463397,-0.150349721,-0.083692096
1.77E+18,0.973364014,-0.236172562,0.124972461,0.010645605,-0.054274403,-0.000348578,-0.143414661
1.77E+18,0.983352051,0.089936876,-0.039574981,-0.042379883,-0.052031223,-0.00027614,-0.152917087
1.77E+18,0.993340576,0.228364519,0.124238301,0.040521688,-0.059562571,-0.085509449,-0.106716514
1.77E+18,1.003328613,-0.04789397,0.025532574,0.100054365,-0.034883857,-0.04268289,-0.067572042
1.77E+18,1.013317871,0.182256263,-0.312191899,0.128449854,-0.009927756,-0.071380049,-0.024241447
1.77E+18,1.023306641,0.420125693,-0.222698383,-0.145108144,-0.013055639,-0.137680516,0.011920551
1.77E+18,1.033294678,-0.371396441,0.359292235,-0.423935899,-0.011602974,-0.112097032,0.007016397
1.77E+18,1.043283691,-0.195423788,-0.003860109,0.175199623,-0.052668385,-0.046626944,-0.033664454
1.77E+18,1.053271729,0.315431393,0.075452277,0.397656964,-0.085829183,-0.043005932,-0.009484872
1.77E+18,1.063260742,-0.123273328,0.18488515,0.112082072,-0.076633818,-0.067042023,-0.00922042
