time,seconds_elapsed,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x
1.76966E+18,0.069992676,0.051775853,0.013790625,0.060509121,0.009537829,0.0859318,-0.059651203
1.76966E+18,0.079980713,0.21361937,-0.099202133,0.085366499,0.003144645,0.07690262,-0.0841427
1.76966E+18,0.089968994,0.252544436,-0.13366379,0.082032825,-0.001949716,0.075804152,-0.120364845
1.76966E+18,0.099956787,0.165268304,-0.168815182,0.042296735,-0.006119427,0.099722803,-0.158221945
1.76966E+18,0.109944824,-0.006855784,-0.201599846,0.036752398,-0.008325635,0.143740803,-0.193797782
1.76966E+18,0.119931885,-0.159933884,-0.160800218,-0.021446108,-0.004074165,0.186080262,-0.2066257
1.76966E+18,0.129919678,-0.264303774,-0.05778408,-0.084588208,0.006994909,0.212125763,-0.201196373
1.76966E+18,0.139907959,-0.332575347,0.077619831,-0.135597242,0.01507201,0.223859921,-0.166658372
1.76966E+18,0.149895996,-0.359673781,0.149537651,-0.155278094,0.017887816,0.211671948,-0.126955211
1.76966E+18,0.159883789,-0.243189675,0.113352238,-0.137793583,0.02289376,0.189815924,-0.121300787
1.76966E+18,0.16987085,-0.029237127,0.021295301,-0.055370151,0.02155388,0.186274469,-0.152347609
1.76966E+18,0.179858887,0.102019601,-0.08988953,-0.018271716,0.020463048,0.20580928,-0.199301526
1.76966E+18,0.18984668,0.036719081,-0.157417006,-0.000174334,0.019587135,0.22626023,-0.220635846
1.76966E+18,0.199834961,-0.132695821,-0.081644849,-0.000989449,0.02554143,0.223571509,-0.198993132
1.76966E+18,0.209822754,-0.231063841,-0.001496376,-0.05086831,0.030720254,0.200689688,-0.158331588
1.76966E+18,0.219809814,-0.175241964,0.049970192,-0.070039313,0.025686881,0.182727471,-0.128340662
1.76966E+18,0.229797852,0.034474517,0.009861469,-0.008664222,0.017298281,0.166525275,-0.128505334
1.76966E+18,0.239785889,0.197931314,-0.0579495,0.064058338,0.007997457,0.156266779,-0.146136791
1.76966E+18,0.249773682,0.262142322,-0.102628015,0.076834526,0.00087816,0.159969538,-0.175476402
1.76966E+18,0.259761719,0.192519372,-0.122682377,0.045574879,-0.006274824,0.182727844,-0.198322594
1.76966E+18,0.269749023,0.012082067,-0.146143916,-0.009024287,-0.009019122,0.197910398,-0.217997611
1.76966E+18,0.279736572,-0.08633213,-0.122635031,-0.047239452,-0.00708114,0.211603835,-0.222320184
1.76966E+18,0.289724609,-0.134259417,-0.061459554,-0.061043521,-0.002146569,0.200062394,-0.199971259
1.76966E+18,0.299712646,-0.195637175,0.025744682,-0.043959553,0.006130802,0.16847384,-0.159393474
1.76966E+18,0.309700684,-0.161626184,0.098030166,-0.053158759,0.013732974,0.129812807,-0.113720469
