time,seconds_elapsed,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x
1.76967E+18,0.072897461,0.06809037,-0.069271689,-0.001686565,0.014043133,-0.027161179,-0.045267679
1.76967E+18,0.082885254,0.041054479,-0.052095513,-0.065565528,0.007802583,-0.032465562,-0.039377071
1.76967E+18,0.092874268,0.010615794,-0.068594228,-0.015963001,5.14529E-05,-0.040871032,-0.041540623
1.76967E+18,0.102862305,0.024952655,-0.074004563,0.013067937,-0.006070837,-0.037320629,-0.051402628
1.76967E+18,0.112851318,-0.015114567,-0.117208329,-0.030262306,-0.013094393,-0.009078603,-0.055181123
1.76967E+18,0.122840332,-0.003087445,-0.148242935,-0.089546415,-0.007664852,0.010222855,-0.045204472
1.76967E+18,0.132828125,0.070264207,-0.123795891,-0.118526938,-0.015505465,0.05131783,-0.058097631
1.76967E+18,0.142817139,0.087133509,0.015714871,-0.130319667,-0.038844105,0.081781104,-0.061121028
1.76967E+18,0.152806396,-0.058228317,0.003082184,-0.193414348,-0.092659399,0.182547927,-0.0572416
1.76967E+18,0.162794434,-0.01098492,-0.278422389,-0.374236998,-0.206746832,0.268491328,-0.096528076
1.76967E+18,0.172783203,0.514791351,-0.948945569,-0.96910361,-0.270209432,0.398396045,-0.182707161
1.76967E+18,0.182771484,0.266371301,-0.236613876,0.043475423,-0.225463659,0.273599654,-0.216085091
1.76967E+18,0.192760254,0.225388718,-0.766025873,0.466656996,-0.238343239,0.171517476,-0.307526052
1.76967E+18,0.202749023,0.451963431,-0.971253262,0.237947682,-0.346031904,-0.064589061,-0.543527126
1.76967E+18,0.212737305,0.477000842,-0.647068654,0.107558019,-0.413380563,-0.285121948,-0.626996696
1.76967E+18,0.222726318,-0.313894685,-0.693145346,-0.396677962,-0.557485282,-0.228258952,-0.618289471
1.76967E+18,0.232714355,0.197191967,-1.805543694,-1.235658378,-0.745172381,-0.380702794,-0.720621705
1.76967E+18,0.242703369,0.702192576,-2.068700124,-0.706613096,-0.793323815,-0.621730685,-0.827723682
1.76967E+18,0.252692139,0.974134955,-2.415868133,-0.180268377,-0.804852366,-0.877599478,-0.958929658
1.76967E+18,0.262680176,1.083126076,-2.302560903,-0.322622181,-0.803431273,-1.035831213,-1.117369413
1.76967E+18,0.272669434,0.332798707,-1.396536776,-0.272695463,-0.764723003,-0.976949453,-1.224517941
1.76967E+18,0.282658203,-0.126864046,-0.854613088,-0.711761199,-0.802358031,-0.824433744,-1.275006771
1.76967E+18,0.29264624,-0.148454531,-0.158998137,-0.850124179,-0.854143739,-0.734916925,-1.34133172
1.76967E+18,0.302635498,0.170512634,-0.009373978,-0.574321398,-0.924298346,-0.802622974,-1.444511652
1.76967E+18,0.312623291,0.625189416,-0.366821973,-0.002421528,-0.891718507,-0.998462796,-1.580222607
1.76967E+18,0.322612061,-0.134900638,0.330418534,0.665683119,-0.891515613,-1.180220485,-1.630218267
1.76967E+18,0.332601318,-0.60098378,0.292189049,0.169592816,-0.94651711,-1.294567585,-1.558843732
1.76967E+18,0.342589355,-1.004093456,1.42426591,0.402221787,-0.865772545,-1.239017844,-1.484521985
1.76967E+18,0.352578125,-0.94363168,1.391352652,0.589998641,-0.813763142,-0.96537292,-1.455637932
1.76967E+18,0.362567383,-0.99156949,1.852690645,0.188173159,-0.727550924,-0.588917613,-1.387175918
1.76967E+18,0.37255542,-1.470391117,3.113876701,0.375360741,-0.639362216,-0.079087377,-1.400913596
1.76967E+18,0.382544678,-1.23767834,1.811217648,-0.010656053,-0.627337456,0.151622221,-1.4345783
1.76967E+18,0.392532471,-0.562701103,1.861435677,-0.054990431,-0.525049984,0.38479504,-1.577541828
1.76967E+18,0.40252124,-0.073399583,0.572022474,-0.761487353,-0.543791294,0.639863312,-1.795210838
1.76967E+18,0.412510498,0.276329801,-0.489452911,-0.837557324,-0.449822485,0.605165541,-1.761548281
1.76967E+18,0.422498535,-0.016664719,-0.337436304,0.020657259,-0.376827151,0.716279149,-1.588865995
1.76967E+18,0.432487305,-0.029954993,-0.386465415,-0.187414158,-0.272169441,0.984992087,-1.475284815
1.76967E+18,0.442476563,-0.047403556,0.017094927,-0.167728355,-0.130412981,1.311295986,-1.464281321
1.76967E+18,0.452464355,0.106220487,0.272490076,-0.072224054,-0.077166542,1.444528103,-1.462215543
1.76967E+18,0.462453369,0.022027123,-0.260805484,-0.488454475,-0.110290334,1.750939131,-1.618737459
1.76967E+18,0.472441162,1.552878846,-0.551341505,0.428944082,-0.267143309,2.245026112,-2.011312246
1.76967E+18,0.48243042,1.587481957,0.099612467,1.034608567,-0.34761852,2.029723644,-2.194303513
1.76967E+18,0.492419434,2.069602042,0.045844052,0.556220947,-0.494490504,1.779184103,-2.426456213
1.76967E+18,0.502407715,0.779683812,0.848759102,0.883445069,-0.374821305,0.982021749,-2.181943893
