time,seconds_elapsed,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x
1.76967E+18,0.07179248,-0.479295017,-0.302609905,-0.452478979,0.130277514,0.145198703,-0.156199321
1.76967E+18,0.081781494,-0.462675964,-0.297107216,-0.463121954,0.134826466,0.132275715,-0.173181772
1.76967E+18,0.091769287,-0.459622348,-0.298095642,-0.417794912,0.13767159,0.136797622,-0.180733293
1.76967E+18,0.101758301,-0.440181808,-0.234098094,-0.43207975,0.141071379,0.166297451,-0.186549634
1.76967E+18,0.111747314,-0.420385732,-0.190076582,-0.442060169,0.150701761,0.197275043,-0.194509253
1.76967E+18,0.121736328,-0.418584893,-0.182518129,-0.433208169,0.156463519,0.229615673,-0.199624658
1.76967E+18,0.131724609,-0.491179078,-0.176494047,-0.400605876,0.163524583,0.275643736,-0.202323467
1.76967E+18,0.141713379,-0.576963364,-0.117900988,-0.401590211,0.166827694,0.3240062,-0.209965676
1.76967E+18,0.151702393,-0.653642261,-0.041129883,-0.330941973,0.14289467,0.365163743,-0.218297839
1.76967E+18,0.161691406,-0.58171392,-0.16444179,-0.156034319,0.170473561,0.260342509,-0.223554388
1.76967E+18,0.171679199,-0.299154759,-0.211140997,-0.252886381,0.173327014,0.274654329,-0.263691992
1.76967E+18,0.181668457,-0.437169072,0.222023041,-0.201685186,0.17935802,0.333268911,-0.283875823
1.76967E+18,0.191657471,-0.821568239,0.088695936,-0.639760085,0.213517204,0.387742549,-0.305511713
1.76967E+18,0.201645508,-0.789974831,-0.105891401,-0.659638505,0.233557492,0.424803078,-0.334386259
1.76967E+18,0.211634277,-0.498226001,-0.115550625,-0.765659378,0.259878606,0.374264687,-0.37010321
1.76967E+18,0.221623291,-0.338773726,-0.199721777,-0.857509979,0.301734179,0.305751652,-0.417842746
1.76967E+18,0.231612061,-0.137243365,-0.169529468,-0.257270003,0.373417616,0.249312505,-0.458453447
1.76967E+18,0.241600342,-0.279220883,0.054101593,-0.017032968,0.425349534,0.258459926,-0.485138863
1.76967E+18,0.251589355,-0.279545274,0.101013566,-0.196162624,0.446585387,0.310761839,-0.506370604
1.76967E+18,0.261578613,-0.170910675,0.014777298,-0.364442092,0.454612166,0.339185476,-0.522568464
1.76967E+18,0.271567383,-0.121560086,-0.061443187,-0.287106923,0.472085625,0.31431514,-0.525025308
1.76967E+18,0.281555176,-0.063723996,-0.20082477,-0.254159762,0.497912973,0.273616731,-0.534619629
1.76967E+18,0.291544434,-0.036781624,-0.277369081,-0.253266613,0.52217418,0.26448673,-0.54742223
1.76967E+18,0.301533203,-0.02959901,-0.255832956,-0.287813318,0.530750096,0.293294936,-0.575038135
1.76967E+18,0.311522217,-0.118364514,-0.300612594,-0.340833545,0.540172994,0.347225547,-0.596064329
1.76967E+18,0.321510498,-0.20327452,-0.208223064,-0.359132879,0.548061848,0.395588845,-0.633426905
1.76967E+18,0.331499512,-0.06533203,0.030022798,-0.379134634,0.560428858,0.457899928,-0.704734862
1.76967E+18,0.341488281,-0.045791445,-0.042021279,-0.407696419,0.585217297,0.521328151,-0.786077678
1.76967E+18,0.351477539,-0.143725749,-0.198870129,-0.488875112,0.620151997,0.570316672,-0.855688035
1.76967E+18,0.361465332,-0.239098606,-0.256145675,-0.495664333,0.664170325,0.613057494,-0.921844721
1.76967E+18,0.371454102,-0.239545108,-0.288864873,-0.509902702,0.711105347,0.629871607,-0.987479448
1.76967E+18,0.381443359,-0.171581725,-0.269829917,-0.515490439,0.750115097,0.641852617,-1.057076931
1.76967E+18,0.391432373,-0.060657079,-0.159099844,-0.495062276,0.791013837,0.674256802,-1.130473256
1.76967E+18,0.401420654,0.014193141,-0.130829443,-0.400690924,0.827927887,0.699924111,-1.198620796
1.76967E+18,0.411409424,0.001954495,-0.33126726,-0.340411228,0.793135107,0.790250182,-1.221071362
1.76967E+18,0.421398193,0.092508626,-0.698563279,-0.479612485,0.711265266,0.862473488,-1.208854437
1.76967E+18,0.431386475,0.112218704,-0.834068313,-0.598384995,0.620521247,0.794053912,-1.153165936
1.76967E+18,0.441375244,0.336810865,-0.851908506,-0.705533995,0.549777567,0.748120248,-1.107209563
1.76967E+18,0.451364258,0.684742698,-0.660394585,-0.485232079,0.5359568,0.751676798,-1.090230942
1.76967E+18,0.461353516,0.889768719,-0.60418696,-0.324535321,0.557157159,0.728719294,-1.060555577
1.76967E+18,0.471341553,0.931913624,-0.454938063,-0.427977283,0.568937898,0.714770913,-1.063646674
1.76967E+18,0.481330078,1.001001919,-0.342091436,-0.36571898,0.566209495,0.754390776,-1.062094331
1.76967E+18,0.491319336,0.929030762,-0.319952669,-0.37292818,0.526620865,0.779838026,-1.050544381
1.76967E+18,0.501308105,0.703264589,-0.335459451,-0.452602021,0.485392451,0.810668111,-1.00635767
1.76967E+18,0.511296143,0.556321339,-0.40978667,-0.430818936,0.49463883,0.870037317,-0.956753075
1.76967E+18,0.5212854,0.464493535,-0.462578349,-0.378254636,0.514844239,0.8896451,-0.893461704
1.76967E+18,0.531274414,0.411276324,-0.510657028,-0.449019194,0.530117512,0.85139221,-0.82739687
