time,seconds_elapsed,z,y,x
1769667428671959000,0.072958984375,-0.1804667495265603,-0.14097440483272075,-0.029932343057543036
1769667428681947100,0.082947021484375,-0.05541150609850883,-0.14790624992251394,-0.048262218865752216
1769667428691936300,0.092936279296875,0.0028337621212005614,-0.1522562618255615,-0.058645519583672284
1769667428701924000,0.102924072265625,-0.06601765578687191,-0.2855459573745727,-0.0356723480142653
1769667428711913200,0.112913330078125,-0.2714391060888767,-0.3731973528206348,-0.06480696482285857
1769667428721902000,0.122902099609375,-0.3681450378671288,-0.4491840294361114,-0.12224836931377649
1769667428731890200,0.13289013671875,-0.362227045994997,-0.4380219994306564,-0.17855448616445063
1769667428741879300,0.14287939453125,-0.3328554055601358,-0.7064069786459207,-0.0679307959318161
1769667428751867400,0.152867431640625,0.036786300605535505,-0.5346610034525394,0.1953821407161653
1769667428761856000,0.16285595703125,-0.459384520933032,-0.4902344172269106,0.3193829066552222
1769667428771844000,0.172843994140625,-1.0088462031543255,-0.6243582255125045,0.1538202962718904
1769667428781833200,0.182833251953125,-0.4603437213540077,-0.27935937769412994,0.15637188045084477
1769667428791822000,0.192822021484375,-1.1064975990891457,0.7070669038593769,-0.1553425374031067
1769667428801810200,0.20281005859375,0.1916138742238283,-0.38929859279394147,0.3363667746819556
1769667428811799300,0.21279931640625,0.2349801377415657,-0.48849955625832076,0.9930760948315263
1769667428821787100,0.222787109375,-0.08705927477180957,-0.8618979846090078,0.6769914990693331
1769667428831776300,0.2327763671875,-0.7134586507230997,-0.5558920075297356,0.05299056256189942
1769667428841764000,0.24276416015625,-0.8333978663116693,-0.14715163216292856,-0.18545009089708328
1769667428851753200,0.252753173828125,-0.7222229719370603,-0.4625403546154499,-0.21762582896724342
1769667428861742300,0.262742431640625,-0.4691138877868652,-0.6008130992740393,-0.21553324060216544
1769667428871730200,0.272730224609375,-0.10056406851112842,-0.5429623833298682,-0.383102076241374
1769667428881719000,0.282718994140625,0.026418635848164555,-0.23010230257213116,-0.2561024207472801
1769667428891707100,0.29270703125,-0.05623918909430504,-0.060091188347339626,-0.2622641582474112
1769667428901696300,0.3026962890625,-0.8007026344120503,-0.5638461814045905,-0.16441080999970434
1769667428911684400,0.312684326171875,-0.03140811469852924,-0.9886018720269203,-0.12529124414101242
1769667428921673000,0.3226728515625,0.9847744226932525,0.22741759353280067,0.22058701686039567
1769667428931661000,0.3326611328125,-0.30162732360363004,0.033031916508078574,-0.03351239350140094
1769667428941650200,0.342650146484375,0.012283727511763572,0.12368307829201221,-0.5259257622025907
1769667428951639300,0.352639404296875,1.2236954070150852,0.41038814257383344,-0.8159545640796423
1769667428961627400,0.36262744140625,1.7386270431250332,-0.04042553389072418,-0.8621469909340143
1769667428971616500,0.372616455078125,1.5412006832301617,0.29224691631793975,-1.5673761579722165
1769667428981604600,0.3826044921875,1.1230752244025468,0.6370622242629528,-1.9305385851211845
1769667428991593500,0.392593505859375,0.05209025272130966,0.6802712513923644,-0.8213743971712887
1769667429001581300,0.402581298828125,-1.2555793225318193,1.230523791730404,0.3316191417634487
1769667429011570400,0.4125703125,-0.8085451646059751,0.9220143073976039,0.4185694032028317
1769667429021559600,0.4225595703125,0.10973463243842124,0.7496884864896536,0.7672630138859152
1769667429031547600,0.432547607421875,0.23496318660676477,0.14299509700536728,0.6671782533243298
1769667429041536500,0.44253662109375,0.12743863143324852,-0.14823650479018688,0.18994141096696257
1769667429051524400,0.4525244140625,0.346458398976922,-0.17362229045927524,-0.20164076271951198
1769667429061513500,0.462513427734375,0.6632505584865808,-0.17091069341301918,-0.606471855688095
1769667429071501600,0.47250146484375,0.5578180071562528,0.7680196774721145,-0.6781492908023298
1769667429081490400,0.482490478515625,0.6080693540126085,1.171212355583906,-0.292201615871489
1769667429091478500,0.492478515625,0.34963235283792016,1.5042343498826025,-0.23857290153652427
1769667429101467600,0.502467529296875,0.3326782954275608,1.7660814517617225,-0.6338429699555039
1769667429111456500,0.51245654296875,-0.08506137895286082,1.2103355747044087,-0.39768385156244035
1769667429121444400,0.5224443359375,-0.6807333159461617,0.5842804821461439,-0.5479176676496863
1769667429131433500,0.53243359375,-0.9545803599596023,0.21162264302968978,-0.35389994715452194
1769667429141421600,0.542421630859375,-0.8427803194239735,0.19177812487483023,-0.2139005248337984
1769667429151410700,0.55241064453125,-0.38568332490623,0.2442740357875824,-0.0751110628247261
1769667429161398500,0.5623984375,0.1667272702485323,0.4764782790750265,0.21787235107421873
1769667429171387400,0.572387451171875,0.5317436547011136,0.3535112400978803,0.4222790713757276
1769667429181376500,0.58237646484375,0.9278715089932084,-0.10106967994570731,0.621129034332931
1769667429191364600,0.592364501953125,1.2963599534705281,-0.39489246727824207,0.8272311603754758
1769667429201353500,0.602353515625,1.6449024652451276,-0.7067454168200492,0.9103700468331575
1769667429211341600,0.612341552734375,1.6158184095799921,-0.9847545489490032,1.3822387862861156
1769667429221330400,0.622330322265625,1.5259709653943776,-1.3646253881841897,1.6674933594986796
1769667429231318500,0.632318603515625,0.6853203514754772,-0.9022884471863508,2.072381735612452
1769667429241307400,0.642307373046875,-0.5764779917016625,-0.23978432315289971,1.5419213987201452
1769667429251295500,0.65229541015625,-1.1052701031208039,0.9446294593095779,0.30949674180448056
1769667429261284600,0.66228466796875,-0.9053966423347591,0.4838315644472837,-0.21911270652413367
1769667429271273700,0.672273681640625,-0.005183540117740631,-0.9448550847589969,0.2146127647563815
1769667429281261600,0.682261474609375,1.4369371756792069,-0.6475929706275463,0.44255496668517585
1769667429291250400,0.69225048828125,1.142648232139647,-0.19557634811401367,0.9504176873221993
1769667429301238500,0.702238525390625,0.1750944088384509,-0.22608488362431525,1.2523930937111376
1769667429311227600,0.7122275390625,-0.04899491705447435,-0.5577998869776726,0.7965466837763786
1769667429321215700,0.7222158203125,0.24423458056002853,-0.5535439830988645,0.31103812602758407
1769667429331204400,0.732204345703125,0.2091843099668622,-0.5735889922618865,0.16921791802048683
1769667429341193500,0.742193359375,-0.2915878678873181,-0.37153321900069713,0.4491013195887208
1769667429351181600,0.752181640625,-0.5772504373788834,-0.3310305282205343,0.27720862940102814
1769667429361170400,0.76217041015625,-0.677099635618925,-0.1200327390909195,0.086788056614995
1769667429371158500,0.772158447265625,-1.2513047139525413,-0.18690262779295444,-0.0866354964017868
1769667429381147600,0.782147705078125,-1.8041139530360697,-0.08119476665258407,0.043755555096268654
1769667429391135500,0.792135498046875,-0.5491074619561434,-0.6138479374140501,-0.2725420988947153
1769667429401124400,0.802124267578125,-0.21843027721792457,0.03399696214795112,0.46677550796717404
1769667429411112400,0.812112548828125,-0.8850807072758674,0.014148352339863775,1.0825251873493194
1769667429421101600,0.8221015625,-0.6479091969698667,-0.23672610462605953,0.9292097718596458
1769667429431090700,0.832090576171875,-0.3652729895621538,-0.5132353535860776,0.9762795660704374
1769667429441078500,0.84207861328125,-0.5798568204849958,-0.6692214495897293,0.8958782878831029
1769667429451067400,0.8520673828125,-1.0853273852884768,-0.49171325760781764,0.5209361372217536
1769667429461055500,0.862055419921875,-1.3011843048870562,0.16474106486737727,0.2185147406309843
1769667429471044600,0.872044677734375,-1.1116089507535099,0.6828074918717145,0.21720804194658994
1769667429481032700,0.88203271484375,-0.8925070578843355,0.6585854892849922,0.4004606227993965
1769667429491021300,0.892021240234375,-0.5319944145917892,0.206610952347517,0.49422027199268337
1769667429501010400,0.902010498046875,-0.011404606589674949,0.4170400016784668,1.0249749156564474
1769667429510998500,0.91199853515625,0.005789104795455933,-0.2231505837380886,3.0467323794469237
1769667429520987400,0.9219873046875,-0.2111772373497486,-3.3448464342325925,3.0619688192844388
1769667429530975500,0.9319755859375,-0.9889894100397825,-0.1440694482386112,0.4730696396753192
1769667429540964600,0.941964599609375,-2.4662884067237374,0.1356517485052347,-0.689485362200439
1769667429550952400,0.951952392578125,3.8947897624909875,2.149682125174999,-1.4312562074333428
1769667429560941600,0.961941650390625,5.760007295787334,0.876722628775239,-1.6406389625817537
1769667429570929400,0.971929443359375,6.135742058131099,0.28375030612945557,-1.4496967040091753
1769667429580918500,0.98191845703125,3.168714206779003,-0.10128303043544291,-0.7829699938446283
1769667429590907600,0.99190771484375,-1.6317127288043498,-0.9326736485779284,-0.8411644086599349
