time,seconds_elapsed,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x
1.76967E+18,0.072958984,-0.18046675,-0.140974405,-0.029932343,0.112366192,-0.038821872,-0.128625214
1.76967E+18,0.082947021,-0.055411506,-0.14790625,-0.048262219,0.12122573,-0.014637442,-0.156125277
1.76967E+18,0.092936279,0.002833762,-0.152256262,-0.05864552,0.12341626,-0.036088087,-0.190473542
1.76967E+18,0.102924072,-0.066017656,-0.285545957,-0.035672348,0.136318475,-0.052176777,-0.216833517
1.76967E+18,0.11291333,-0.271439106,-0.373197353,-0.064806965,0.157975271,-0.050812878,-0.239820555
1.76967E+18,0.1229021,-0.368145038,-0.449184029,-0.122248369,0.168924332,-0.004893855,-0.259902686
1.76967E+18,0.132890137,-0.362227046,-0.438021999,-0.178554486,0.180175677,0.076729812,-0.266254067
1.76967E+18,0.142879395,-0.332855406,-0.706406979,-0.067930796,0.193564981,0.091551103,-0.348904997
1.76967E+18,0.152867432,0.036786301,-0.534661003,0.195382141,0.185831964,0.002828909,-0.433015347
1.76967E+18,0.162855957,-0.459384521,-0.490234417,0.319382907,0.201743022,0.134605587,-0.43413654
1.76967E+18,0.172843994,-1.008846203,-0.624358226,0.153820296,0.121773466,0.14373675,-0.469759494
1.76967E+18,0.182833252,-0.460343721,-0.279359378,0.15637188,-0.057878591,0.250560403,-0.316503882
1.76967E+18,0.192822021,-1.106497599,0.707066904,-0.155342537,-0.101684958,0.269154876,-0.491052151
1.76967E+18,0.202810059,0.191613874,-0.389298593,0.336366775,-0.056466881,0.137413889,-0.545701861
1.76967E+18,0.212799316,0.234980138,-0.488499556,0.993076095,-0.132433668,-0.055171788,-0.710118175
1.76967E+18,0.222787109,-0.087059275,-0.861897985,0.676991499,-0.175890326,-0.219559133,-0.770515501
1.76967E+18,0.232776367,-0.713458651,-0.555892008,0.052990563,-0.167429745,-0.496174693,-0.794401646
1.76967E+18,0.24276416,-0.833397866,-0.147151632,-0.185450091,-0.187375501,-0.669431388,-0.840361118
1.76967E+18,0.252753174,-0.722222972,-0.462540355,-0.217625829,-0.199906096,-0.635631084,-0.828004599
1.76967E+18,0.262742432,-0.469113888,-0.600813099,-0.215533241,-0.27787599,-0.559786379,-0.854564071
1.76967E+18,0.272730225,-0.100564069,-0.542962383,-0.383102076,-0.296246856,-0.593428493,-0.86494714
1.76967E+18,0.282718994,0.026418636,-0.230102303,-0.256102421,-0.275147974,-0.860317171,-0.877774835
1.76967E+18,0.292707031,-0.056239189,-0.060091188,-0.262264158,-0.341435075,-0.839378595,-0.692731082
1.76967E+18,0.302696289,-0.800702634,-0.563846181,-0.16441081,-0.442741185,-0.78568846,-0.57034868
1.76967E+18,0.312684326,-0.031408115,-0.988601872,-0.125291244,-0.336617053,-1.120020986,-0.573571563
