time,seconds_elapsed,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x
1.76967E+18,0.072579346,0.386792747,-1.39172733,-0.528674915,-0.164967,0.335134625,-0.824145436
1.76967E+18,0.082568359,0.494782582,-1.553679641,-0.507198996,-0.157830194,0.524451077,-0.826584697
1.76967E+18,0.092557373,0.538227756,-1.868044281,-0.389289533,-0.163594604,0.594811499,-0.804487109
1.76967E+18,0.102545166,0.705779787,-2.012642137,-0.294081731,-0.185410172,0.573671222,-0.780691266
1.76967E+18,0.11253418,0.964378116,-2.221338664,-0.302012816,-0.2173215,0.487307578,-0.775135636
1.76967E+18,0.122523438,1.209304478,-2.436156303,-0.380775971,-0.249308273,0.35179913,-0.801176071
1.76967E+18,0.132511475,1.372252814,-2.684287599,-0.527903054,-0.272443444,0.217152625,-0.852682173
1.76967E+18,0.142500244,1.391802733,-2.809231491,-0.606133418,-0.284006596,0.048935603,-0.942245662
1.76967E+18,0.152488281,1.320221014,-2.859775099,-0.625936727,-0.283194602,-0.133192644,-1.125132442
1.76967E+18,0.162477295,1.30038351,-2.628736392,-0.586680529,-0.328694284,-0.327450216,-1.373052478
1.76967E+18,0.172466064,1.195568287,-2.166616893,-0.455977927,-0.301627249,-0.443049252,-1.596806526
1.76967E+18,0.182454346,0.958772624,-1.579644688,0.34449762,-0.284264863,-0.562759995,-1.705983281
1.76967E+18,0.192443359,0.364497329,-1.179170037,0.637420536,-0.301444918,-0.642701209,-1.721837044
1.76967E+18,0.202432617,-0.146157433,-0.956321651,0.759043175,-0.317154884,-0.707715571,-1.745198727
1.76967E+18,0.212420166,-0.189903125,-1.243448155,1.101853573,-0.331148475,-0.666148722,-1.736171603
1.76967E+18,0.22240918,-0.475956447,-1.588670875,1.499400354,-0.392715782,-0.465350151,-1.836673021
1.76967E+18,0.232398438,-0.423490931,-1.90713769,1.485572466,-0.416901022,0.254603744,-1.834791541
1.76967E+18,0.242386475,-1.190632511,-2.384555295,1.625574226,-0.366901428,0.681507707,-1.675519109
1.76967E+18,0.252375244,-0.724359692,-2.756213602,1.015230497,-0.471897632,0.339199901,-1.434791684
1.76967E+18,0.262363281,1.120766947,-2.138308498,-0.038665685,-0.578207731,-0.057837814,-1.221988916
1.76967E+18,0.272352295,2.03835131,-2.281404718,0.102160398,-0.645473599,-0.30275169,-1.021446228
1.76967E+18,0.282341064,2.271546756,-3.130309365,-0.26451033,-0.658972621,-0.377768815,-0.954728663
1.76967E+18,0.292329102,2.448952072,-2.765383582,-0.011199293,-0.709492505,-0.540741205,-0.9904145
1.76967E+18,0.302318359,2.428201545,-2.573241299,-0.302297186,-0.707767129,-0.782348275,-0.98446089
1.76967E+18,0.312307373,1.7268764,-2.397712883,-0.039349137,-0.650535524,-0.939165294,-0.976925969
1.76967E+18,0.32229541,1.345783033,-2.311603456,0.03739698,-0.553617597,-0.882505,-0.97208786
1.76967E+18,0.332284424,0.846140736,-2.596128839,-0.187592364,-0.397808015,-0.659090817,-0.965191066
1.76967E+18,0.342272217,0.160691789,-2.912737458,-0.469555202,-0.235282168,-0.478125483,-0.983284473
1.76967E+18,0.352261475,-0.053007952,-2.862332967,-0.761162505,-0.11458426,-0.394039094,-0.985654652
1.76967E+18,0.362250244,-0.53998366,-2.547677819,-1.123348342,-0.023800688,-0.356117219,-0.97106272
1.76967E+18,0.372238281,-1.159892212,-2.413684944,-1.574899393,0.021799022,-0.242055371,-0.905539632
1.76967E+18,0.382227539,-1.916216191,-2.358200372,-1.669012386,0.008940629,-0.295049578,-0.510703623
1.76967E+18,0.392216309,-2.152439607,-2.441348027,-1.642675437,0.066328555,-0.409714907,-0.301147193
1.76967E+18,0.402204102,-0.780346952,-1.906774702,-0.989530677,0.042262524,-0.360641241,-0.338310868
1.76967E+18,0.412193359,0.082732059,-1.075364794,-0.878769186,-0.015146974,-0.130620837,-0.559220314
1.76967E+18,0.422181396,0.153335289,-1.017626306,-1.016381567,-0.004566463,0.151438385,-0.797480404
1.76967E+18,0.43217041,-0.417032987,-1.256642568,-0.808086169,0.027714511,0.206751183,-1.039285064
1.76967E+18,0.442159424,-0.578114068,-0.790869807,-0.611975568,0.044801842,0.315744728,-1.183978558
1.76967E+18,0.452147217,-1.016881333,-0.872538037,-0.174760647,0.100690678,0.418124378,-1.270047069
1.76967E+18,0.46213623,-1.03250385,-0.346374812,0.480703788,0.110763684,0.397947282,-1.359391689
1.76967E+18,0.472125244,-0.356820219,0.110708446,0.440619615,0.03960482,0.147141442,-1.376704335
1.76967E+18,0.482113281,0.209161221,0.583703559,0.288312792,-0.044787034,-0.281512916,-1.417717099
1.76967E+18,0.492102295,0.792365014,0.993718192,0.056806906,-0.116026059,-0.536862373,-1.369850755
1.76967E+18,0.502090576,0.536240382,0.803358702,-0.287370689,-0.139847234,-0.386890262,-1.293561816
